"REF_DATE","GEO","DGUID","New housing price indexes","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2005-01","Canada","2016A000011124","Total (house and land)","Index, 201612=100","347","units","0","v111955442","1.1","70.1","","","","1"
"2005-02","Canada","2016A000011124","Total (house and land)","Index, 201612=100","347","units","0","v111955442","1.1","70.3","","","","1"
"2005-03","Canada","2016A000011124","Total (house and land)","Index, 201612=100","347","units","0","v111955442","1.1","70.6","","","","1"
"2005-04","Canada","2016A000011124","Total (house and land)","Index, 201612=100","347","units","0","v111955442","1.1","71.0","","","","1"
"2005-05","Canada","2016A000011124","Total (house and land)","Index, 201612=100","347","units","0","v111955442","1.1","71.3","","","","1"
"2005-06","Canada","2016A000011124","Total (house and land)","Index, 201612=100","347","units","0","v111955442","1.1","71.9","","","","1"
"2005-07","Canada","2016A000011124","Total (house and land)","Index, 201612=100","347","units","0","v111955442","1.1","72.0","","","","1"
"2005-08","Canada","2016A000011124","Total (house and land)","Index, 201612=100","347","units","0","v111955442","1.1","72.3","","","","1"
"2005-09","Canada","2016A000011124","Total (house and land)","Index, 201612=100","347","units","0","v111955442","1.1","72.7","","","","1"
"2005-10","Canada","2016A000011124","Total (house and land)","Index, 201612=100","347","units","0","v111955442","1.1","73.2","","","","1"
"2005-11","Canada","2016A000011124","Total (house and land)","Index, 201612=100","347","units","0","v111955442","1.1","73.6","","","","1"
"2005-12","Canada","2016A000011124","Total (house and land)","Index, 201612=100","347","units","0","v111955442","1.1","74.1","","","","1"
"2006-01","Canada","2016A000011124","Total (house and land)","Index, 201612=100","347","units","0","v111955442","1.1","74.7","","","","1"
"2006-02","Canada","2016A000011124","Total (house and land)","Index, 201612=100","347","units","0","v111955442","1.1","75.2","","","","1"
"2006-03","Canada","2016A000011124","Total (house and land)","Index, 201612=100","347","units","0","v111955442","1.1","76.0","","","","1"
"2006-04","Canada","2016A000011124","Total (house and land)","Index, 201612=100","347","units","0","v111955442","1.1","76.9","","","","1"
"2006-05","Canada","2016A000011124","Total (house and land)","Index, 201612=100","347","units","0","v111955442","1.1","77.8","","","","1"
"2006-06","Canada","2016A000011124","Total (house and land)","Index, 201612=100","347","units","0","v111955442","1.1","79.0","","","","1"
"2006-07","Canada","2016A000011124","Total (house and land)","Index, 201612=100","347","units","0","v111955442","1.1","79.8","","","","1"
"2006-08","Canada","2016A000011124","Total (house and land)","Index, 201612=100","347","units","0","v111955442","1.1","81.0","","","","1"
"2006-09","Canada","2016A000011124","Total (house and land)","Index, 201612=100","347","units","0","v111955442","1.1","81.4","","","","1"
"2006-10","Canada","2016A000011124","Total (house and land)","Index, 201612=100","347","units","0","v111955442","1.1","81.6","","","","1"
"2006-11","Canada","2016A000011124","Total (house and land)","Index, 201612=100","347","units","0","v111955442","1.1","82.0","","","","1"
"2006-12","Canada","2016A000011124","Total (house and land)","Index, 201612=100","347","units","0","v111955442","1.1","82.0","","","","1"
"2007-01","Canada","2016A000011124","Total (house and land)","Index, 201612=100","347","units","0","v111955442","1.1","82.3","","","","1"
"2007-02","Canada","2016A000011124","Total (house and land)","Index, 201612=100","347","units","0","v111955442","1.1","82.7","","","","1"
"2007-03","Canada","2016A000011124","Total (house and land)","Index, 201612=100","347","units","0","v111955442","1.1","83.0","","","","1"
"2007-04","Canada","2016A000011124","Total (house and land)","Index, 201612=100","347","units","0","v111955442","1.1","83.7","","","","1"
"2007-05","Canada","2016A000011124","Total (house and land)","Index, 201612=100","347","units","0","v111955442","1.1","84.6","","","","1"
"2007-06","Canada","2016A000011124","Total (house and land)","Index, 201612=100","347","units","0","v111955442","1.1","85.1","","","","1"
"2007-07","Canada","2016A000011124","Total (house and land)","Index, 201612=100","347","units","0","v111955442","1.1","85.9","","","","1"
"2007-08","Canada","2016A000011124","Total (house and land)","Index, 201612=100","347","units","0","v111955442","1.1","86.3","","","","1"
"2007-09","Canada","2016A000011124","Total (house and land)","Index, 201612=100","347","units","0","v111955442","1.1","86.5","","","","1"
"2007-10","Canada","2016A000011124","Total (house and land)","Index, 201612=100","347","units","0","v111955442","1.1","86.6","","","","1"
"2007-11","Canada","2016A000011124","Total (house and land)","Index, 201612=100","347","units","0","v111955442","1.1","87.0","","","","1"
"2007-12","Canada","2016A000011124","Total (house and land)","Index, 201612=100","347","units","0","v111955442","1.1","87.1","","","","1"
"2008-01","Canada","2016A000011124","Total (house and land)","Index, 201612=100","347","units","0","v111955442","1.1","87.6","","","","1"
"2008-02","Canada","2016A000011124","Total (house and land)","Index, 201612=100","347","units","0","v111955442","1.1","87.9","","","","1"
"2008-03","Canada","2016A000011124","Total (house and land)","Index, 201612=100","347","units","0","v111955442","1.1","88.1","","","","1"
"2008-04","Canada","2016A000011124","Total (house and land)","Index, 201612=100","347","units","0","v111955442","1.1","88.1","","","","1"
"2008-05","Canada","2016A000011124","Total (house and land)","Index, 201612=100","347","units","0","v111955442","1.1","88.1","","","","1"
"2008-06","Canada","2016A000011124","Total (house and land)","Index, 201612=100","347","units","0","v111955442","1.1","88.2","","","","1"
"2008-07","Canada","2016A000011124","Total (house and land)","Index, 201612=100","347","units","0","v111955442","1.1","88.2","","","","1"
"2008-08","Canada","2016A000011124","Total (house and land)","Index, 201612=100","347","units","0","v111955442","1.1","88.2","","","","1"
"2008-09","Canada","2016A000011124","Total (house and land)","Index, 201612=100","347","units","0","v111955442","1.1","88.3","","","","1"
"2008-10","Canada","2016A000011124","Total (house and land)","Index, 201612=100","347","units","0","v111955442","1.1","87.9","","","","1"
"2008-11","Canada","2016A000011124","Total (house and land)","Index, 201612=100","347","units","0","v111955442","1.1","87.7","","","","1"
"2008-12","Canada","2016A000011124","Total (house and land)","Index, 201612=100","347","units","0","v111955442","1.1","87.5","","","","1"
"2009-01","Canada","2016A000011124","Total (house and land)","Index, 201612=100","347","units","0","v111955442","1.1","87.0","","","","1"
"2009-02","Canada","2016A000011124","Total (house and land)","Index, 201612=100","347","units","0","v111955442","1.1","86.4","","","","1"
"2009-03","Canada","2016A000011124","Total (house and land)","Index, 201612=100","347","units","0","v111955442","1.1","86.0","","","","1"
"2009-04","Canada","2016A000011124","Total (house and land)","Index, 201612=100","347","units","0","v111955442","1.1","85.5","","","","1"
"2009-05","Canada","2016A000011124","Total (house and land)","Index, 201612=100","347","units","0","v111955442","1.1","85.4","","","","1"
"2009-06","Canada","2016A000011124","Total (house and land)","Index, 201612=100","347","units","0","v111955442","1.1","85.2","","","","1"
"2009-07","Canada","2016A000011124","Total (house and land)","Index, 201612=100","347","units","0","v111955442","1.1","85.4","","","","1"
"2009-08","Canada","2016A000011124","Total (house and land)","Index, 201612=100","347","units","0","v111955442","1.1","85.5","","","","1"
"2009-09","Canada","2016A000011124","Total (house and land)","Index, 201612=100","347","units","0","v111955442","1.1","85.9","","","","1"
"2009-10","Canada","2016A000011124","Total (house and land)","Index, 201612=100","347","units","0","v111955442","1.1","86.1","","","","1"
"2009-11","Canada","2016A000011124","Total (house and land)","Index, 201612=100","347","units","0","v111955442","1.1","86.4","","","","1"
"2009-12","Canada","2016A000011124","Total (house and land)","Index, 201612=100","347","units","0","v111955442","1.1","86.7","","","","1"
"2010-01","Canada","2016A000011124","Total (house and land)","Index, 201612=100","347","units","0","v111955442","1.1","87.1","","","","1"
"2010-02","Canada","2016A000011124","Total (house and land)","Index, 201612=100","347","units","0","v111955442","1.1","87.1","","","","1"
"2010-03","Canada","2016A000011124","Total (house and land)","Index, 201612=100","347","units","0","v111955442","1.1","87.4","","","","1"
"2010-04","Canada","2016A000011124","Total (house and land)","Index, 201612=100","347","units","0","v111955442","1.1","87.6","","","","1"
"2010-05","Canada","2016A000011124","Total (house and land)","Index, 201612=100","347","units","0","v111955442","1.1","87.9","","","","1"
"2010-06","Canada","2016A000011124","Total (house and land)","Index, 201612=100","347","units","0","v111955442","1.1","88.0","","","","1"
"2010-07","Canada","2016A000011124","Total (house and land)","Index, 201612=100","347","units","0","v111955442","1.1","87.9","","","","1"
"2010-08","Canada","2016A000011124","Total (house and land)","Index, 201612=100","347","units","0","v111955442","1.1","88.0","","","","1"
"2010-09","Canada","2016A000011124","Total (house and land)","Index, 201612=100","347","units","0","v111955442","1.1","88.1","","","","1"
"2010-10","Canada","2016A000011124","Total (house and land)","Index, 201612=100","347","units","0","v111955442","1.1","88.2","","","","1"
"2010-11","Canada","2016A000011124","Total (house and land)","Index, 201612=100","347","units","0","v111955442","1.1","88.4","","","","1"
"2010-12","Canada","2016A000011124","Total (house and land)","Index, 201612=100","347","units","0","v111955442","1.1","88.4","","","","1"
"2011-01","Canada","2016A000011124","Total (house and land)","Index, 201612=100","347","units","0","v111955442","1.1","88.6","","","","1"
"2011-02","Canada","2016A000011124","Total (house and land)","Index, 201612=100","347","units","0","v111955442","1.1","89.0","","","","1"
"2011-03","Canada","2016A000011124","Total (house and land)","Index, 201612=100","347","units","0","v111955442","1.1","89.0","","","","1"
"2011-04","Canada","2016A000011124","Total (house and land)","Index, 201612=100","347","units","0","v111955442","1.1","89.2","","","","1"
"2011-05","Canada","2016A000011124","Total (house and land)","Index, 201612=100","347","units","0","v111955442","1.1","89.6","","","","1"
"2011-06","Canada","2016A000011124","Total (house and land)","Index, 201612=100","347","units","0","v111955442","1.1","89.8","","","","1"
"2011-07","Canada","2016A000011124","Total (house and land)","Index, 201612=100","347","units","0","v111955442","1.1","89.9","","","","1"
"2011-08","Canada","2016A000011124","Total (house and land)","Index, 201612=100","347","units","0","v111955442","1.1","90.0","","","","1"
"2011-09","Canada","2016A000011124","Total (house and land)","Index, 201612=100","347","units","0","v111955442","1.1","90.1","","","","1"
"2011-10","Canada","2016A000011124","Total (house and land)","Index, 201612=100","347","units","0","v111955442","1.1","90.3","","","","1"
"2011-11","Canada","2016A000011124","Total (house and land)","Index, 201612=100","347","units","0","v111955442","1.1","90.6","","","","1"
"2011-12","Canada","2016A000011124","Total (house and land)","Index, 201612=100","347","units","0","v111955442","1.1","90.7","","","","1"
"2012-01","Canada","2016A000011124","Total (house and land)","Index, 201612=100","347","units","0","v111955442","1.1","90.8","","","","1"
"2012-02","Canada","2016A000011124","Total (house and land)","Index, 201612=100","347","units","0","v111955442","1.1","91.0","","","","1"
"2012-03","Canada","2016A000011124","Total (house and land)","Index, 201612=100","347","units","0","v111955442","1.1","91.3","","","","1"
"2012-04","Canada","2016A000011124","Total (house and land)","Index, 201612=100","347","units","0","v111955442","1.1","91.5","","","","1"
"2012-05","Canada","2016A000011124","Total (house and land)","Index, 201612=100","347","units","0","v111955442","1.1","91.7","","","","1"
"2012-06","Canada","2016A000011124","Total (house and land)","Index, 201612=100","347","units","0","v111955442","1.1","91.9","","","","1"
"2012-07","Canada","2016A000011124","Total (house and land)","Index, 201612=100","347","units","0","v111955442","1.1","92.0","","","","1"
"2012-08","Canada","2016A000011124","Total (house and land)","Index, 201612=100","347","units","0","v111955442","1.1","92.1","","","","1"
"2012-09","Canada","2016A000011124","Total (house and land)","Index, 201612=100","347","units","0","v111955442","1.1","92.3","","","","1"
"2012-10","Canada","2016A000011124","Total (house and land)","Index, 201612=100","347","units","0","v111955442","1.1","92.5","","","","1"
"2012-11","Canada","2016A000011124","Total (house and land)","Index, 201612=100","347","units","0","v111955442","1.1","92.6","","","","1"
"2012-12","Canada","2016A000011124","Total (house and land)","Index, 201612=100","347","units","0","v111955442","1.1","92.7","","","","1"
"2013-01","Canada","2016A000011124","Total (house and land)","Index, 201612=100","347","units","0","v111955442","1.1","92.8","","","","1"
"2013-02","Canada","2016A000011124","Total (house and land)","Index, 201612=100","347","units","0","v111955442","1.1","93.0","","","","1"
"2013-03","Canada","2016A000011124","Total (house and land)","Index, 201612=100","347","units","0","v111955442","1.1","93.0","","","","1"
"2013-04","Canada","2016A000011124","Total (house and land)","Index, 201612=100","347","units","0","v111955442","1.1","93.2","","","","1"
"2013-05","Canada","2016A000011124","Total (house and land)","Index, 201612=100","347","units","0","v111955442","1.1","93.4","","","","1"
"2013-06","Canada","2016A000011124","Total (house and land)","Index, 201612=100","347","units","0","v111955442","1.1","93.5","","","","1"
"2013-07","Canada","2016A000011124","Total (house and land)","Index, 201612=100","347","units","0","v111955442","1.1","93.6","","","","1"
"2013-08","Canada","2016A000011124","Total (house and land)","Index, 201612=100","347","units","0","v111955442","1.1","93.7","","","","1"
"2013-09","Canada","2016A000011124","Total (house and land)","Index, 201612=100","347","units","0","v111955442","1.1","93.8","","","","1"
"2013-10","Canada","2016A000011124","Total (house and land)","Index, 201612=100","347","units","0","v111955442","1.1","93.8","","","","1"
"2013-11","Canada","2016A000011124","Total (house and land)","Index, 201612=100","347","units","0","v111955442","1.1","93.9","","","","1"
"2013-12","Canada","2016A000011124","Total (house and land)","Index, 201612=100","347","units","0","v111955442","1.1","93.9","","","","1"
"2014-01","Canada","2016A000011124","Total (house and land)","Index, 201612=100","347","units","0","v111955442","1.1","94.1","","","","1"
"2014-02","Canada","2016A000011124","Total (house and land)","Index, 201612=100","347","units","0","v111955442","1.1","94.4","","","","1"
"2014-03","Canada","2016A000011124","Total (house and land)","Index, 201612=100","347","units","0","v111955442","1.1","94.5","","","","1"
"2014-04","Canada","2016A000011124","Total (house and land)","Index, 201612=100","347","units","0","v111955442","1.1","94.7","","","","1"
"2014-05","Canada","2016A000011124","Total (house and land)","Index, 201612=100","347","units","0","v111955442","1.1","94.8","","","","1"
"2014-06","Canada","2016A000011124","Total (house and land)","Index, 201612=100","347","units","0","v111955442","1.1","94.9","","","","1"
"2014-07","Canada","2016A000011124","Total (house and land)","Index, 201612=100","347","units","0","v111955442","1.1","94.9","","","","1"
"2014-08","Canada","2016A000011124","Total (house and land)","Index, 201612=100","347","units","0","v111955442","1.1","95.2","","","","1"
"2014-09","Canada","2016A000011124","Total (house and land)","Index, 201612=100","347","units","0","v111955442","1.1","95.3","","","","1"
"2014-10","Canada","2016A000011124","Total (house and land)","Index, 201612=100","347","units","0","v111955442","1.1","95.4","","","","1"
"2014-11","Canada","2016A000011124","Total (house and land)","Index, 201612=100","347","units","0","v111955442","1.1","95.5","","","","1"
"2014-12","Canada","2016A000011124","Total (house and land)","Index, 201612=100","347","units","0","v111955442","1.1","95.5","","","","1"
"2015-01","Canada","2016A000011124","Total (house and land)","Index, 201612=100","347","units","0","v111955442","1.1","95.5","","","","1"
"2015-02","Canada","2016A000011124","Total (house and land)","Index, 201612=100","347","units","0","v111955442","1.1","95.6","","","","1"
"2015-03","Canada","2016A000011124","Total (house and land)","Index, 201612=100","347","units","0","v111955442","1.1","95.7","","","","1"
"2015-04","Canada","2016A000011124","Total (house and land)","Index, 201612=100","347","units","0","v111955442","1.1","95.7","","","","1"
"2015-05","Canada","2016A000011124","Total (house and land)","Index, 201612=100","347","units","0","v111955442","1.1","95.9","","","","1"
"2015-06","Canada","2016A000011124","Total (house and land)","Index, 201612=100","347","units","0","v111955442","1.1","96.1","","","","1"
"2015-07","Canada","2016A000011124","Total (house and land)","Index, 201612=100","347","units","0","v111955442","1.1","96.2","","","","1"
"2015-08","Canada","2016A000011124","Total (house and land)","Index, 201612=100","347","units","0","v111955442","1.1","96.5","","","","1"
"2015-09","Canada","2016A000011124","Total (house and land)","Index, 201612=100","347","units","0","v111955442","1.1","96.6","","","","1"
"2015-10","Canada","2016A000011124","Total (house and land)","Index, 201612=100","347","units","0","v111955442","1.1","96.8","","","","1"
"2015-11","Canada","2016A000011124","Total (house and land)","Index, 201612=100","347","units","0","v111955442","1.1","96.9","","","","1"
"2015-12","Canada","2016A000011124","Total (house and land)","Index, 201612=100","347","units","0","v111955442","1.1","97.0","","","","1"
"2016-01","Canada","2016A000011124","Total (house and land)","Index, 201612=100","347","units","0","v111955442","1.1","97.1","","","","1"
"2016-02","Canada","2016A000011124","Total (house and land)","Index, 201612=100","347","units","0","v111955442","1.1","97.3","","","","1"
"2016-03","Canada","2016A000011124","Total (house and land)","Index, 201612=100","347","units","0","v111955442","1.1","97.5","","","","1"
"2016-04","Canada","2016A000011124","Total (house and land)","Index, 201612=100","347","units","0","v111955442","1.1","97.7","","","","1"
"2016-05","Canada","2016A000011124","Total (house and land)","Index, 201612=100","347","units","0","v111955442","1.1","98.5","","","","1"
"2016-06","Canada","2016A000011124","Total (house and land)","Index, 201612=100","347","units","0","v111955442","1.1","98.6","","","","1"
"2016-07","Canada","2016A000011124","Total (house and land)","Index, 201612=100","347","units","0","v111955442","1.1","99.0","","","","1"
"2016-08","Canada","2016A000011124","Total (house and land)","Index, 201612=100","347","units","0","v111955442","1.1","99.1","","","","1"
"2016-09","Canada","2016A000011124","Total (house and land)","Index, 201612=100","347","units","0","v111955442","1.1","99.3","","","","1"
"2016-10","Canada","2016A000011124","Total (house and land)","Index, 201612=100","347","units","0","v111955442","1.1","99.7","","","","1"
"2016-11","Canada","2016A000011124","Total (house and land)","Index, 201612=100","347","units","0","v111955442","1.1","99.9","","","","1"
"2016-12","Canada","2016A000011124","Total (house and land)","Index, 201612=100","347","units","0","v111955442","1.1","100.0","","","","1"
"2017-01","Canada","2016A000011124","Total (house and land)","Index, 201612=100","347","units","0","v111955442","1.1","100.1","","","","1"
"2017-02","Canada","2016A000011124","Total (house and land)","Index, 201612=100","347","units","0","v111955442","1.1","100.5","","","","1"
"2017-03","Canada","2016A000011124","Total (house and land)","Index, 201612=100","347","units","0","v111955442","1.1","100.7","","","","1"
"2017-04","Canada","2016A000011124","Total (house and land)","Index, 201612=100","347","units","0","v111955442","1.1","101.5","","","","1"
"2017-05","Canada","2016A000011124","Total (house and land)","Index, 201612=100","347","units","0","v111955442","1.1","102.2","","","","1"
"2017-06","Canada","2016A000011124","Total (house and land)","Index, 201612=100","347","units","0","v111955442","1.1","102.4","","","","1"
"2017-07","Canada","2016A000011124","Total (house and land)","Index, 201612=100","347","units","0","v111955442","1.1","102.8","","","","1"
"2017-08","Canada","2016A000011124","Total (house and land)","Index, 201612=100","347","units","0","v111955442","1.1","102.9","","","","1"
"2017-09","Canada","2016A000011124","Total (house and land)","Index, 201612=100","347","units","0","v111955442","1.1","103.1","","","","1"
"2017-10","Canada","2016A000011124","Total (house and land)","Index, 201612=100","347","units","0","v111955442","1.1","103.2","","","","1"
"2017-11","Canada","2016A000011124","Total (house and land)","Index, 201612=100","347","units","0","v111955442","1.1","103.3","","","","1"
"2017-12","Canada","2016A000011124","Total (house and land)","Index, 201612=100","347","units","0","v111955442","1.1","103.3","","","","1"
"2018-01","Canada","2016A000011124","Total (house and land)","Index, 201612=100","347","units","0","v111955442","1.1","103.3","","","","1"
"2018-02","Canada","2016A000011124","Total (house and land)","Index, 201612=100","347","units","0","v111955442","1.1","103.1","","","","1"
"2018-03","Canada","2016A000011124","Total (house and land)","Index, 201612=100","347","units","0","v111955442","1.1","103.1","","","","1"
"2018-04","Canada","2016A000011124","Total (house and land)","Index, 201612=100","347","units","0","v111955442","1.1","103.1","","","","1"
"2018-05","Canada","2016A000011124","Total (house and land)","Index, 201612=100","347","units","0","v111955442","1.1","103.1","","","","1"
"2018-06","Canada","2016A000011124","Total (house and land)","Index, 201612=100","347","units","0","v111955442","1.1","103.2","","","","1"
"2018-07","Canada","2016A000011124","Total (house and land)","Index, 201612=100","347","units","0","v111955442","1.1","103.3","","","","1"
"2018-08","Canada","2016A000011124","Total (house and land)","Index, 201612=100","347","units","0","v111955442","1.1","103.3","","","","1"
"2018-09","Canada","2016A000011124","Total (house and land)","Index, 201612=100","347","units","0","v111955442","1.1","103.3","","","","1"
"2018-10","Canada","2016A000011124","Total (house and land)","Index, 201612=100","347","units","0","v111955442","1.1","103.3","","","","1"
"2018-11","Canada","2016A000011124","Total (house and land)","Index, 201612=100","347","units","0","v111955442","1.1","103.3","","","","1"
"2018-12","Canada","2016A000011124","Total (house and land)","Index, 201612=100","347","units","0","v111955442","1.1","103.3","","","","1"
"2019-01","Canada","2016A000011124","Total (house and land)","Index, 201612=100","347","units","0","v111955442","1.1","103.2","","","","1"
"2019-02","Canada","2016A000011124","Total (house and land)","Index, 201612=100","347","units","0","v111955442","1.1","103.2","","","","1"
"2019-03","Canada","2016A000011124","Total (house and land)","Index, 201612=100","347","units","0","v111955442","1.1","103.2","","","","1"
"2019-04","Canada","2016A000011124","Total (house and land)","Index, 201612=100","347","units","0","v111955442","1.1","103.2","","","","1"
"2019-05","Canada","2016A000011124","Total (house and land)","Index, 201612=100","347","units","0","v111955442","1.1","103.1","","","","1"
"2019-06","Canada","2016A000011124","Total (house and land)","Index, 201612=100","347","units","0","v111955442","1.1","103.0","","","","1"
"2019-07","Canada","2016A000011124","Total (house and land)","Index, 201612=100","347","units","0","v111955442","1.1","102.9","","","","1"
"2019-08","Canada","2016A000011124","Total (house and land)","Index, 201612=100","347","units","0","v111955442","1.1","103.0","","","","1"
"2019-09","Canada","2016A000011124","Total (house and land)","Index, 201612=100","347","units","0","v111955442","1.1","103.2","","","","1"
"2019-10","Canada","2016A000011124","Total (house and land)","Index, 201612=100","347","units","0","v111955442","1.1","103.3","","","","1"
"2019-11","Canada","2016A000011124","Total (house and land)","Index, 201612=100","347","units","0","v111955442","1.1","103.2","","","","1"
"2019-12","Canada","2016A000011124","Total (house and land)","Index, 201612=100","347","units","0","v111955442","1.1","103.4","","","","1"
"2020-01","Canada","2016A000011124","Total (house and land)","Index, 201612=100","347","units","0","v111955442","1.1","103.4","","","","1"
"2020-02","Canada","2016A000011124","Total (house and land)","Index, 201612=100","347","units","0","v111955442","1.1","103.8","","","","1"
"2020-03","Canada","2016A000011124","Total (house and land)","Index, 201612=100","347","units","0","v111955442","1.1","104.1","","","","1"
"2020-04","Canada","2016A000011124","Total (house and land)","Index, 201612=100","347","units","0","v111955442","1.1","104.1","","","","1"
"2020-05","Canada","2016A000011124","Total (house and land)","Index, 201612=100","347","units","0","v111955442","1.1","104.2","","","","1"
"2020-06","Canada","2016A000011124","Total (house and land)","Index, 201612=100","347","units","0","v111955442","1.1","104.3","","","","1"
"2020-07","Canada","2016A000011124","Total (house and land)","Index, 201612=100","347","units","0","v111955442","1.1","104.7","","","","1"
"2020-08","Canada","2016A000011124","Total (house and land)","Index, 201612=100","347","units","0","v111955442","1.1","105.2","","","","1"
"2020-09","Canada","2016A000011124","Total (house and land)","Index, 201612=100","347","units","0","v111955442","1.1","106.5","","","","1"
"2020-10","Canada","2016A000011124","Total (house and land)","Index, 201612=100","347","units","0","v111955442","1.1","107.3","","","","1"
"2020-11","Canada","2016A000011124","Total (house and land)","Index, 201612=100","347","units","0","v111955442","1.1","107.9","","","","1"
"2020-12","Canada","2016A000011124","Total (house and land)","Index, 201612=100","347","units","0","v111955442","1.1","108.2","","","","1"
"2021-01","Canada","2016A000011124","Total (house and land)","Index, 201612=100","347","units","0","v111955442","1.1","109.0","","","","1"
"2021-02","Canada","2016A000011124","Total (house and land)","Index, 201612=100","347","units","0","v111955442","1.1","111.1","","","","1"
"2021-03","Canada","2016A000011124","Total (house and land)","Index, 201612=100","347","units","0","v111955442","1.1","112.3","","","","1"
"2021-04","Canada","2016A000011124","Total (house and land)","Index, 201612=100","347","units","0","v111955442","1.1","114.4","","","","1"
"2021-05","Canada","2016A000011124","Total (house and land)","Index, 201612=100","347","units","0","v111955442","1.1","116.0","","","","1"
"2021-06","Canada","2016A000011124","Total (house and land)","Index, 201612=100","347","units","0","v111955442","1.1","116.7","","","","1"
"2021-07","Canada","2016A000011124","Total (house and land)","Index, 201612=100","347","units","0","v111955442","1.1","117.2","","","","1"
"2021-08","Canada","2016A000011124","Total (house and land)","Index, 201612=100","347","units","0","v111955442","1.1","118.0","","","","1"
"2021-09","Canada","2016A000011124","Total (house and land)","Index, 201612=100","347","units","0","v111955442","1.1","118.5","","","","1"
"2021-10","Canada","2016A000011124","Total (house and land)","Index, 201612=100","347","units","0","v111955442","1.1","119.6","","","","1"
"2021-11","Canada","2016A000011124","Total (house and land)","Index, 201612=100","347","units","0","v111955442","1.1","120.5","","","","1"
"2021-12","Canada","2016A000011124","Total (house and land)","Index, 201612=100","347","units","0","v111955442","1.1","120.8","","","","1"
"2022-01","Canada","2016A000011124","Total (house and land)","Index, 201612=100","347","units","0","v111955442","1.1","121.9","","","","1"
"1986-01","Canada","2016A000011124","House only","Index, 201612=100","347","units","0","v111955443","1.2","39.4","","","","1"
"1986-02","Canada","2016A000011124","House only","Index, 201612=100","347","units","0","v111955443","1.2","39.9","","","","1"
"1986-03","Canada","2016A000011124","House only","Index, 201612=100","347","units","0","v111955443","1.2","40.2","","","","1"
"1986-04","Canada","2016A000011124","House only","Index, 201612=100","347","units","0","v111955443","1.2","40.6","","","","1"
"1986-05","Canada","2016A000011124","House only","Index, 201612=100","347","units","0","v111955443","1.2","40.9","","","","1"
"1986-06","Canada","2016A000011124","House only","Index, 201612=100","347","units","0","v111955443","1.2","41.2","","","","1"
"1986-07","Canada","2016A000011124","House only","Index, 201612=100","347","units","0","v111955443","1.2","41.4","","","","1"
"1986-08","Canada","2016A000011124","House only","Index, 201612=100","347","units","0","v111955443","1.2","41.9","","","","1"
"1986-09","Canada","2016A000011124","House only","Index, 201612=100","347","units","0","v111955443","1.2","42.9","","","","1"
"1986-10","Canada","2016A000011124","House only","Index, 201612=100","347","units","0","v111955443","1.2","43.4","","","","1"
"1986-11","Canada","2016A000011124","House only","Index, 201612=100","347","units","0","v111955443","1.2","44.1","","","","1"
"1986-12","Canada","2016A000011124","House only","Index, 201612=100","347","units","0","v111955443","1.2","44.4","","","","1"
"1987-01","Canada","2016A000011124","House only","Index, 201612=100","347","units","0","v111955443","1.2","44.8","","","","1"
"1987-02","Canada","2016A000011124","House only","Index, 201612=100","347","units","0","v111955443","1.2","45.9","","","","1"
"1987-03","Canada","2016A000011124","House only","Index, 201612=100","347","units","0","v111955443","1.2","47.3","","","","1"
"1987-04","Canada","2016A000011124","House only","Index, 201612=100","347","units","0","v111955443","1.2","48.0","","","","1"
"1987-05","Canada","2016A000011124","House only","Index, 201612=100","347","units","0","v111955443","1.2","48.3","","","","1"
"1987-06","Canada","2016A000011124","House only","Index, 201612=100","347","units","0","v111955443","1.2","48.6","","","","1"
"1987-07","Canada","2016A000011124","House only","Index, 201612=100","347","units","0","v111955443","1.2","48.8","","","","1"
"1987-08","Canada","2016A000011124","House only","Index, 201612=100","347","units","0","v111955443","1.2","49.0","","","","1"
"1987-09","Canada","2016A000011124","House only","Index, 201612=100","347","units","0","v111955443","1.2","49.2","","","","1"
"1987-10","Canada","2016A000011124","House only","Index, 201612=100","347","units","0","v111955443","1.2","49.3","","","","1"
"1987-11","Canada","2016A000011124","House only","Index, 201612=100","347","units","0","v111955443","1.2","49.5","","","","1"
"1987-12","Canada","2016A000011124","House only","Index, 201612=100","347","units","0","v111955443","1.2","49.5","","","","1"
"1988-01","Canada","2016A000011124","House only","Index, 201612=100","347","units","0","v111955443","1.2","49.7","","","","1"
"1988-02","Canada","2016A000011124","House only","Index, 201612=100","347","units","0","v111955443","1.2","50.1","","","","1"
"1988-03","Canada","2016A000011124","House only","Index, 201612=100","347","units","0","v111955443","1.2","50.6","","","","1"
"1988-04","Canada","2016A000011124","House only","Index, 201612=100","347","units","0","v111955443","1.2","51.5","","","","1"
"1988-05","Canada","2016A000011124","House only","Index, 201612=100","347","units","0","v111955443","1.2","52.1","","","","1"
"1988-06","Canada","2016A000011124","House only","Index, 201612=100","347","units","0","v111955443","1.2","52.4","","","","1"
"1988-07","Canada","2016A000011124","House only","Index, 201612=100","347","units","0","v111955443","1.2","52.5","","","","1"
"1988-08","Canada","2016A000011124","House only","Index, 201612=100","347","units","0","v111955443","1.2","53.0","","","","1"
"1988-09","Canada","2016A000011124","House only","Index, 201612=100","347","units","0","v111955443","1.2","53.8","","","","1"
